[2026-03-27 13:46:23] ======================================================================
[2026-03-27 13:46:23] Gumbel-Softmax Routing Experiment
[2026-03-27 13:46:23] ======================================================================
[2026-03-27 13:46:23] Hypothesis: Hard argmax gives dL/d(router_w)=0.
[2026-03-27 13:46:23] Gumbel-softmax makes routing differentiable so the LM loss
[2026-03-27 13:46:23] can drive selective routing.
[2026-03-27 13:46:23] ======================================================================
[2026-03-27 13:46:23] Config: {'device': 'cuda:0', 'model_name': 'Qwen/Qwen3-1.7B', 'checkpoint': 'fork_trunk18_phase1_final', 'seed': 42, 'hidden_dim': 2048, 'intermediate_dim': 6144, 'num_layers': 28, 'trunk_layers': 18, 'expert_layer_start': 18, 'initial_rank': 4, 'num_experts': 2, 'total_tokens': 50000000, 'batch_size': 4, 'seq_len': 512, 'lr': 0.0001, 'tau_start': 1.0, 'tau_end': 0.1, 'tau_anneal_steps': 24000, 'contrastive_weight': 0.1, 'contrastive_margin': 0.5, 'bimodality_threshold': 0.3, 'eval_interval_steps': 1000, 'eval_tokens': 524288, 'results_dir': '/root/t6b-mogae/results_gumbel_softmax', 'checkpoint_dir': '/root/t6b-mogae/checkpoints/fork_trunk18', 'save_checkpoint_dir': '/root/t6b-mogae/checkpoints/gumbel_softmax', 'log_file': '/root/t6b-mogae/logs/gumbel_softmax.log'}
[2026-03-27 13:46:23] Loading Qwen/Qwen3-1.7B...
[2026-03-27 13:46:26] Base model loaded: 1,720,574,976 params
[2026-03-27 13:46:26] Verified: hidden=2048, intermediate=6144
[2026-03-27 13:46:26] Loading Phase 1 checkpoint: /root/t6b-mogae/checkpoints/fork_trunk18/fork_trunk18_phase1_final.pt
[2026-03-27 13:46:26] Loaded Phase 1 weights (step 24414, phase 1)
[2026-03-27 13:46:26] Forking each layer: 1 expert -> 2 experts with perturbation...
[2026-03-27 13:46:26] Fork complete. Tree: {18: {'num_experts': 2, 'ranks': [4, 4]}, 19: {'num_experts': 2, 'ranks': [4, 4]}, 20: {'num_experts': 2, 'ranks': [4, 4]}, 21: {'num_experts': 2, 'ranks': [4, 4]}, 22: {'num_experts': 2, 'ranks': [4, 4]}, 23: {'num_experts': 2, 'ranks': [4, 4]}, 24: {'num_experts': 2, 'ranks': [4, 4]}, 25: {'num_experts': 2, 'ranks': [4, 4]}, 26: {'num_experts': 2, 'ranks': [4, 4]}, 27: {'num_experts': 2, 'ranks': [4, 4]}}
[2026-03-27 13:46:26] Trainable params: 1,351,680
[2026-03-27 13:46:26] Expert tree: {18: {'num_experts': 2, 'ranks': [4, 4]}, 19: {'num_experts': 2, 'ranks': [4, 4]}, 20: {'num_experts': 2, 'ranks': [4, 4]}, 21: {'num_experts': 2, 'ranks': [4, 4]}, 22: {'num_experts': 2, 'ranks': [4, 4]}, 23: {'num_experts': 2, 'ranks': [4, 4]}, 24: {'num_experts': 2, 'ranks': [4, 4]}, 25: {'num_experts': 2, 'ranks': [4, 4]}, 26: {'num_experts': 2, 'ranks': [4, 4]}, 27: {'num_experts': 2, 'ranks': [4, 4]}}
[2026-03-27 13:46:26] Training: 24414 steps, LR=0.0001, batch=4x512
[2026-03-27 13:46:26] Gumbel-softmax: tau 1.0 -> 0.1 over 24000 steps
[2026-03-27 13:46:26] Contrastive weight: 0.1, NO load-balancing loss
[2026-03-27 13:46:26] Trainable params: 1,351,680
[2026-03-27 13:46:26] Expert tree: {18: {'num_experts': 2, 'ranks': [4, 4]}, 19: {'num_experts': 2, 'ranks': [4, 4]}, 20: {'num_experts': 2, 'ranks': [4, 4]}, 21: {'num_experts': 2, 'ranks': [4, 4]}, 22: {'num_experts': 2, 'ranks': [4, 4]}, 23: {'num_experts': 2, 'ranks': [4, 4]}, 24: {'num_experts': 2, 'ranks': [4, 4]}, 25: {'num_experts': 2, 'ranks': [4, 4]}, 26: {'num_experts': 2, 'ranks': [4, 4]}, 27: {'num_experts': 2, 'ranks': [4, 4]}}
[2026-03-27 13:46:40]   step 100/24414 | lm=3.4688 c=0.4961 tau=0.996 | lr=1.00e-04 | 15464 tok/s route_L18=[0.60, 0.40]
[2026-03-27 14:10:05]   L25: selectivity=0.369 (std=0.146, frac>0.3=0.72)
[2026-03-27 14:10:05]   L26: selectivity=0.389 (std=0.140, frac>0.3=0.77)
[2026-03-27 14:10:05]   L27: selectivity=0.406 (std=0.134, frac>0.3=0.81)
[2026-03-27 14:10:05]   L18: entropy=0.447 gini=0.156 dist=['0.656', '0.346']
[2026-03-27 14:10:05]   L19: entropy=0.436 gini=0.031 dist=['0.473', '0.527']
[2026-03-27 14:10:05]   L20: entropy=0.350 gini=0.055 dist=['0.439', '0.559']
[2026-03-27 14:10:05]   L21: entropy=0.352 gini=0.125 dist=['0.371', '0.629']
[2026-03-27 14:10:05]   L22: entropy=0.363 gini=0.078 dist=['0.420', '0.578']
[2026-03-27 14:10:05]   L23: entropy=0.311 gini=0.172 dist=['0.326', '0.672']
[2026-03-27 14:10:05]   L24: entropy=0.344 gini=0.141 dist=['0.637', '0.363']
[2026-03-27 14:10:05]   L25: entropy=0.295 gini=0.172 dist=['0.332', '0.668']
[2026-03-27 14:10:05]   L26: entropy=0.254 gini=0.008 dist=['0.492', '0.508']
[2026-03-27 14:10:05]   L27: entropy=0.217 gini=0.188 dist=['0.312', '0.688']
[2026-03-27 14:10:05] Checkpoint saved: /root/t6b-mogae/checkpoints/gumbel_softmax/gumbel_step12000.pt
[2026-03-27 14:10:15]   step 12100/24414 | lm=2.8281 c=0.1006 tau=0.546 | lr=5.07e-05 | 17340 tok/s route_L18=[0.57, 0.42]
[2026-03-27 14:10:26]   step 12200/24414 | lm=3.2656 c=0.1006 tau=0.543 | lr=5.00e-05 | 17359 tok/s route_L18=[0.62, 0.38]
[2026-03-27 14:10:36]   step 12300/24414 | lm=2.9375 c=0.1006 tau=0.539 | lr=4.94e-05 | 17378 tok/s route_L18=[0.61, 0.39]
[2026-03-27 14:10:46]   step 12400/24414 | lm=3.1562 c=0.1006 tau=0.535 | lr=4.88e-05 | 17396 tok/s route_L18=[0.63, 0.37]
[2026-03-27 14:10:56]   step 12500/24414 | lm=2.9844 c=0.1006 tau=0.531 | lr=4.81e-05 | 17414 tok/s route_L18=[0.61, 0.39]
[2026-03-27 14:11:07]   step 12600/24414 | lm=2.9062 c=0.1006 tau=0.528 | lr=4.75e-05 | 17432 tok/s route_L18=[0.69, 0.31]
[2026-03-27 14:11:17]   step 12700/24414 | lm=3.1719 c=0.1006 tau=0.524 | lr=4.68e-05 | 17450 tok/s route_L18=[0.64, 0.37]
[2026-03-27 14:11:27]   step 12800/24414 | lm=3.2344 c=0.1006 tau=0.520 | lr=4.62e-05 | 17467 tok/s route_L18=[0.72, 0.28]
[2026-03-27 14:11:37]   step 12900/24414 | lm=3.2500 c=0.1006 tau=0.516 | lr=4.55e-05 | 17484 tok/s route_L18=[0.67, 0.33]
[2026-03-27 14:11:48]   step 13000/24414 | lm=3.0781 c=0.1006 tau=0.513 | lr=4.49e-05 | 17501 tok/s route_L18=[0.71, 0.29]
[2026-03-27 14:11:48] --- Eval at step 13000 (tau=0.513) ---
[2026-03-27 14:12:03]   PPL=20.14 | mean_cossim=0.60078125
[2026-03-27 14:12:03]   L18: selectivity=0.287 (std=0.146, frac>0.3=0.51)
[2026-03-27 14:12:03]   L19: selectivity=0.295 (std=0.148, frac>0.3=0.53)
[2026-03-27 14:12:03]   L20: selectivity=0.344 (std=0.148, frac>0.3=0.66)
[2026-03-27 14:12:03]   L21: selectivity=0.342 (std=0.149, frac>0.3=0.65)
[2026-03-27 14:12:03]   L22: selectivity=0.334 (std=0.149, frac>0.3=0.64)
[2026-03-27 14:12:03]   L23: selectivity=0.363 (std=0.146, frac>0.3=0.71)
[2026-03-27 14:12:03]   L24: selectivity=0.346 (std=0.148, frac>0.3=0.67)
[2026-03-27 14:12:03]   L25: selectivity=0.369 (std=0.146, frac>0.3=0.72)
[2026-03-27 14:12:03]   L26: selectivity=0.389 (std=0.140, frac>0.3=0.77)
[2026-03-27 14:12:03]   L27: selectivity=0.404 (std=0.135, frac>0.3=0.80)
[2026-03-27 14:12:03]   L18: entropy=0.447 gini=0.156 dist=['0.656', '0.344']
[2026-03-27 14:12:03]   L19: entropy=0.436 gini=0.031 dist=['0.469', '0.531']
[2026-03-27 14:12:03]   L20: entropy=0.348 gini=0.062 dist=['0.434', '0.566']
[2026-03-27 14:12:03]   L21: entropy=0.352 gini=0.133 dist=['0.367', '0.633']
[2026-03-27 14:12:03]   L22: entropy=0.363 gini=0.086 dist=['0.420', '0.582']
[2026-03-27 14:12:03]   L23: entropy=0.309 gini=0.180 dist=['0.322', '0.680']
[2026-03-27 14:12:03]   L24: entropy=0.344 gini=0.141 dist=['0.637', '0.363']
[2026-03-27 14:12:03]   L25: entropy=0.295 gini=0.172 dist=['0.332', '0.668']
[2026-03-27 14:12:03]   L26: entropy=0.254 gini=0.016 dist=['0.490', '0.512']
[2026-03-27 14:12:03]   L27: entropy=0.220 gini=0.180 dist=['0.320', '0.680']
[2026-03-27 14:12:03] Checkpoint saved: /root/t6b-mogae/checkpoints/gumbel_softmax/gumbel_step13000.pt
[2026-03-27 14:12:13]   step 13100/24414 | lm=2.6875 c=0.1006 tau=0.509 | lr=4.43e-05 | 17344 tok/s route_L18=[0.67, 0.33]
[2026-03-27 14:12:23]   step 13200/24414 | lm=5.4375 c=0.1006 tau=0.505 | lr=4.36e-05 | 17362 tok/s route_L18=[0.75, 0.25]
[2026-03-27 14:12:34]   step 13300/24414 | lm=3.3594 c=0.1006 tau=0.501 | lr=4.30e-05 | 17380 tok/s route_L18=[0.67, 0.33]
[2026-03-27 14:12:44]   step 13400/24414 | lm=3.2031 c=0.1006 tau=0.498 | lr=4.24e-05 | 17397 tok/s route_L18=[0.67, 0.33]
[2026-03-27 14:12:54]   step 13500/24414 | lm=3.2500 c=0.1006 tau=0.494 | lr=4.17e-05 | 17414 tok/s route_L18=[0.62, 0.38]
[2026-03-27 14:13:05]   step 13600/24414 | lm=2.9844 c=0.1006 tau=0.490 | lr=4.11e-05 | 17426 tok/s route_L18=[0.66, 0.33]
[2026-03-27 14:13:15]   step 13700/24414 | lm=2.9844 c=0.1006 tau=0.486 | lr=4.05e-05 | 17442 tok/s route_L18=[0.65, 0.35]
[2026-03-27 14:13:25]   step 13800/24414 | lm=3.6094 c=0.1006 tau=0.483 | lr=3.98e-05 | 17458 tok/s route_L18=[0.76, 0.24]
[2026-03-27 14:13:35]   step 13900/24414 | lm=3.0625 c=0.1006 tau=0.479 | lr=3.92e-05 | 17474 tok/s route_L18=[0.59, 0.41]
[2026-03-27 14:13:46]   step 14000/24414 | lm=3.2969 c=0.1006 tau=0.475 | lr=3.86e-05 | 17490 tok/s route_L18=[0.72, 0.28]
[2026-03-27 14:13:46] --- Eval at step 14000 (tau=0.475) ---
[2026-03-27 14:14:01]   PPL=20.14 | mean_cossim=0.6015625
[2026-03-27 14:14:01]   L18: selectivity=0.289 (std=0.146, frac>0.3=0.51)
[2026-03-27 14:14:01]   L19: selectivity=0.295 (std=0.148, frac>0.3=0.53)
[2026-03-27 14:14:01]   L20: selectivity=0.344 (std=0.148, frac>0.3=0.66)
[2026-03-27 14:14:01]   L21: selectivity=0.340 (std=0.149, frac>0.3=0.65)
[2026-03-27 14:14:01]   L22: selectivity=0.336 (std=0.149, frac>0.3=0.64)
[2026-03-27 14:14:01]   L23: selectivity=0.365 (std=0.146, frac>0.3=0.71)
[2026-03-27 14:14:01]   L24: selectivity=0.346 (std=0.148, frac>0.3=0.67)
[2026-03-27 14:14:01]   L25: selectivity=0.369 (std=0.146, frac>0.3=0.72)
[2026-03-27 14:14:01]   L26: selectivity=0.389 (std=0.140, frac>0.3=0.77)
[2026-03-27 14:14:01]   L27: selectivity=0.406 (std=0.134, frac>0.3=0.81)
[2026-03-27 14:14:01]   L18: entropy=0.445 gini=0.164 dist=['0.660', '0.342']
[2026-03-27 14:14:01]   L19: entropy=0.436 gini=0.031 dist=['0.469', '0.531']
[2026-03-27 14:14:01]   L20: entropy=0.348 gini=0.070 dist=['0.432', '0.570']
[2026-03-27 14:14:01]   L21: entropy=0.352 gini=0.125 dist=['0.369', '0.629']
[2026-03-27 14:14:01]   L22: entropy=0.361 gini=0.086 dist=['0.416', '0.586']
[2026-03-27 14:14:01]   L23: entropy=0.305 gini=0.188 dist=['0.316', '0.684']
[2026-03-27 14:14:01]   L24: entropy=0.342 gini=0.141 dist=['0.637', '0.363']
[2026-03-27 14:14:01]   L25: entropy=0.297 gini=0.164 dist=['0.336', '0.664']
[2026-03-27 14:14:01]   L26: entropy=0.254 gini=0.016 dist=['0.488', '0.512']
[2026-03-27 14:14:01]   L27: entropy=0.218 gini=0.188 dist=['0.314', '0.688']
[2026-03-27 14:14:01] Checkpoint saved: /root/t6b-mogae/checkpoints/gumbel_softmax/gumbel_step14000.pt
[2026-03-27 14:14:11]   step 14100/24414 | lm=2.5156 c=0.1006 tau=0.471 | lr=3.79e-05 | 17342 tok/s route_L18=[0.64, 0.36]
[2026-03-27 14:14:22]   step 14200/24414 | lm=2.8125 c=0.1006 tau=0.468 | lr=3.73e-05 | 17358 tok/s route_L18=[0.62, 0.38]
[2026-03-27 14:14:32]   step 14300/24414 | lm=2.9219 c=0.1006 tau=0.464 | lr=3.67e-05 | 17374 tok/s route_L18=[0.68, 0.31]
[2026-03-27 14:14:42]   step 14400/24414 | lm=2.9375 c=0.1006 tau=0.460 | lr=3.61e-05 | 17390 tok/s route_L18=[0.84, 0.16]
[2026-03-27 14:14:52]   step 14500/24414 | lm=3.2812 c=0.1006 tau=0.456 | lr=3.55e-05 | 17406 tok/s route_L18=[0.72, 0.28]
[2026-03-27 14:15:03]   step 14600/24414 | lm=2.7656 c=0.1006 tau=0.453 | lr=3.48e-05 | 17418 tok/s route_L18=[0.66, 0.34]
[2026-03-27 14:15:13]   step 14700/24414 | lm=2.8750 c=0.1006 tau=0.449 | lr=3.42e-05 | 17433 tok/s route_L18=[0.66, 0.34]
[2026-03-27 14:15:23]   step 14800/24414 | lm=2.6719 c=0.1006 tau=0.445 | lr=3.36e-05 | 17448 tok/s route_L18=[0.62, 0.38]
[2026-03-27 14:15:34]   step 14900/24414 | lm=2.9688 c=0.1006 tau=0.441 | lr=3.30e-05 | 17463 tok/s route_L18=[0.67, 0.33]
[2026-03-27 14:15:44]   step 15000/24414 | lm=2.9531 c=0.1006 tau=0.438 | lr=3.24e-05 | 17478 tok/s route_L18=[0.74, 0.26]
[2026-03-27 14:15:44] --- Eval at step 15000 (tau=0.438) ---
[2026-03-27 14:16:00]   PPL=20.14 | mean_cossim=0.60078125
[2026-03-27 14:16:00]   L18: selectivity=0.289 (std=0.147, frac>0.3=0.51)
[2026-03-27 14:16:00]   L19: selectivity=0.295 (std=0.148, frac>0.3=0.53)
[2026-03-27 14:16:00]   L20: selectivity=0.344 (std=0.148, frac>0.3=0.66)
[2026-03-27 14:16:00]   L21: selectivity=0.340 (std=0.149, frac>0.3=0.65)
[2026-03-27 14:16:00]   L22: selectivity=0.336 (std=0.149, frac>0.3=0.64)
[2026-03-27 14:16:00]   L23: selectivity=0.363 (std=0.146, frac>0.3=0.71)
[2026-03-27 14:16:00]   L24: selectivity=0.348 (std=0.148, frac>0.3=0.67)
[2026-03-27 14:16:00]   L25: selectivity=0.369 (std=0.146, frac>0.3=0.72)
[2026-03-27 14:16:00]   L26: selectivity=0.389 (std=0.140, frac>0.3=0.77)
[2026-03-27 14:16:00]   L27: selectivity=0.406 (std=0.134, frac>0.3=0.81)
[2026-03-27 14:16:00]   L18: entropy=0.445 gini=0.164 dist=['0.660', '0.342']
[2026-03-27 14:16:00]   L19: entropy=0.436 gini=0.031 dist=['0.471', '0.531']
[2026-03-27 14:16:00]   L20: entropy=0.348 gini=0.070 dist=['0.430', '0.570']
[2026-03-27 14:16:00]   L21: entropy=0.352 gini=0.133 dist=['0.369', '0.633']
[2026-03-27 14:16:00]   L22: entropy=0.361 gini=0.086 dist=['0.414', '0.586']
[2026-03-27 14:16:00]   L23: entropy=0.307 gini=0.188 dist=['0.318', '0.684']
[2026-03-27 14:16:00]   L24: entropy=0.340 gini=0.148 dist=['0.645', '0.357']
[2026-03-27 14:16:00]   L25: entropy=0.297 gini=0.164 dist=['0.338', '0.664']
[2026-03-27 14:16:00]   L26: entropy=0.254 gini=0.016 dist=['0.488', '0.512']
[2026-03-27 14:16:00]   L27: entropy=0.219 gini=0.188 dist=['0.316', '0.684']
[2026-03-27 14:16:00] Checkpoint saved: /root/t6b-mogae/checkpoints/gumbel_softmax/gumbel_step15000.pt
[2026-03-27 14:16:10]   step 15100/24414 | lm=2.9531 c=0.1006 tau=0.434 | lr=3.18e-05 | 17339 tok/s route_L18=[0.73, 0.27]
[2026-03-27 14:16:20]   step 15200/24414 | lm=3.5312 c=0.1006 tau=0.430 | lr=3.12e-05 | 17354 tok/s route_L18=[0.70, 0.30]
[2026-03-27 14:16:30]   step 15300/24414 | lm=2.9375 c=0.1006 tau=0.426 | lr=3.06e-05 | 17369 tok/s route_L18=[0.68, 0.32]
[2026-03-27 14:16:41]   step 15400/24414 | lm=2.9688 c=0.1006 tau=0.423 | lr=3.00e-05 | 17384 tok/s route_L18=[0.68, 0.32]
[2026-03-27 14:16:51]   step 15500/24414 | lm=3.1250 c=0.1006 tau=0.419 | lr=2.94e-05 | 17399 tok/s route_L18=[0.74, 0.26]
[2026-03-27 14:17:02]   step 15600/24414 | lm=2.7656 c=0.1006 tau=0.415 | lr=2.89e-05 | 17409 tok/s route_L18=[0.61, 0.39]
[2026-03-27 14:17:12]   step 15700/24414 | lm=2.9062 c=0.1006 tau=0.411 | lr=2.83e-05 | 17423 tok/s route_L18=[0.59, 0.40]
[2026-03-27 14:17:22]   step 15800/24414 | lm=3.1719 c=0.1006 tau=0.408 | lr=2.77e-05 | 17437 tok/s route_L18=[0.65, 0.35]
[2026-03-27 14:17:32]   step 15900/24414 | lm=3.2188 c=0.1006 tau=0.404 | lr=2.71e-05 | 17452 tok/s route_L18=[0.72, 0.28]
[2026-03-27 14:17:42]   step 16000/24414 | lm=3.2500 c=0.1006 tau=0.400 | lr=2.66e-05 | 17466 tok/s route_L18=[0.79, 0.21]
[2026-03-27 14:17:42] --- Eval at step 16000 (tau=0.400) ---
[2026-03-27 14:17:58]   PPL=20.14 | mean_cossim=0.60078125
[2026-03-27 14:17:58]   L18: selectivity=0.289 (std=0.147, frac>0.3=0.51)
[2026-03-27 14:17:58]   L19: selectivity=0.295 (std=0.148, frac>0.3=0.53)
[2026-03-27 14:17:58]   L20: selectivity=0.344 (std=0.148, frac>0.3=0.66)
[2026-03-27 14:17:58]   L21: selectivity=0.340 (std=0.149, frac>0.3=0.65)
[2026-03-27 14:17:58]   L22: selectivity=0.336 (std=0.149, frac>0.3=0.64)
[2026-03-27 14:17:58]   L23: selectivity=0.363 (std=0.146, frac>0.3=0.71)
[2026-03-27 14:17:58]   L24: selectivity=0.348 (std=0.148, frac>0.3=0.67)
[2026-03-27 14:17:58]   L25: selectivity=0.369 (std=0.146, frac>0.3=0.72)
[2026-03-27 14:17:58]   L26: selectivity=0.389 (std=0.140, frac>0.3=0.77)
[2026-03-27 14:17:58]   L27: selectivity=0.406 (std=0.134, frac>0.3=0.81)
[2026-03-27 14:17:58]   L18: entropy=0.445 gini=0.156 dist=['0.660', '0.340']
[2026-03-27 14:17:58]   L19: entropy=0.436 gini=0.031 dist=['0.469', '0.531']
[2026-03-27 14:17:58]   L20: entropy=0.348 gini=0.070 dist=['0.432', '0.570']
[2026-03-27 14:17:58]   L21: entropy=0.352 gini=0.133 dist=['0.369', '0.633']
[2026-03-27 14:17:58]   L22: entropy=0.361 gini=0.086 dist=['0.412', '0.586']
[2026-03-27 14:17:58]   L23: entropy=0.309 gini=0.180 dist=['0.320', '0.680']
[2026-03-27 14:17:58]   L24: entropy=0.340 gini=0.141 dist=['0.645', '0.355']
[2026-03-27 14:17:58]   L25: entropy=0.297 gini=0.164 dist=['0.336', '0.664']
[2026-03-27 14:17:58]   L26: entropy=0.254 gini=0.016 dist=['0.490', '0.512']
[2026-03-27 14:17:58]   L27: entropy=0.218 gini=0.188 dist=['0.314', '0.688']
[2026-03-27 14:17:58] Checkpoint saved: /root/t6b-mogae/checkpoints/gumbel_softmax/gumbel_step16000.pt
[2026-03-27 14:18:08]   step 16100/24414 | lm=3.3594 c=0.1006 tau=0.396 | lr=2.60e-05 | 17336 tok/s route_L18=[0.70, 0.30]
[2026-03-27 14:18:18]   step 16200/24414 | lm=4.3750 c=0.1006 tau=0.393 | lr=2.54e-05 | 17351 tok/s route_L18=[0.71, 0.29]
[2026-03-27 14:18:29]   step 16300/24414 | lm=2.9844 c=0.1006 tau=0.389 | lr=2.49e-05 | 17365 tok/s route_L18=[0.73, 0.27]
[2026-03-27 14:18:39]   step 16400/24414 | lm=3.1406 c=0.1006 tau=0.385 | lr=2.43e-05 | 17380 tok/s route_L18=[0.72, 0.28]
[2026-03-27 14:18:49]   step 16500/24414 | lm=3.2969 c=0.1006 tau=0.381 | lr=2.38e-05 | 17394 tok/s route_L18=[0.84, 0.17]
[2026-03-27 14:18:59]   step 16600/24414 | lm=2.7969 c=0.1006 tau=0.378 | lr=2.32e-05 | 17408 tok/s route_L18=[0.61, 0.39]
[2026-03-27 14:19:09]   step 16700/24414 | lm=1.6484 c=0.1006 tau=0.374 | lr=2.27e-05 | 17422 tok/s route_L18=[0.30, 0.70]
[2026-03-27 14:19:20]   step 16800/24414 | lm=2.7500 c=0.1006 tau=0.370 | lr=2.21e-05 | 17435 tok/s route_L18=[0.69, 0.31]
[2026-03-27 14:19:30]   step 16900/24414 | lm=3.3125 c=0.1006 tau=0.366 | lr=2.16e-05 | 17449 tok/s route_L18=[0.67, 0.33]
[2026-03-27 14:19:40]   step 17000/24414 | lm=3.0781 c=0.1006 tau=0.363 | lr=2.11e-05 | 17462 tok/s route_L18=[0.66, 0.34]
[2026-03-27 14:19:40] --- Eval at step 17000 (tau=0.363) ---
[2026-03-27 14:19:56]   PPL=20.14 | mean_cossim=0.601171875
[2026-03-27 14:19:56]   L18: selectivity=0.289 (std=0.147, frac>0.3=0.51)
[2026-03-27 14:19:56]   L19: selectivity=0.295 (std=0.148, frac>0.3=0.53)
[2026-03-27 14:19:56]   L20: selectivity=0.344 (std=0.148, frac>0.3=0.66)
[2026-03-27 14:19:56]   L21: selectivity=0.340 (std=0.149, frac>0.3=0.65)
[2026-03-27 14:19:56]   L22: selectivity=0.336 (std=0.149, frac>0.3=0.64)
[2026-03-27 14:19:56]   L23: selectivity=0.363 (std=0.146, frac>0.3=0.71)
[2026-03-27 14:19:56]   L24: selectivity=0.348 (std=0.147, frac>0.3=0.67)
[2026-03-27 14:19:56]   L25: selectivity=0.369 (std=0.146, frac>0.3=0.72)
[2026-03-27 14:19:56]   L26: selectivity=0.389 (std=0.140, frac>0.3=0.77)
[2026-03-27 14:19:56]   L27: selectivity=0.406 (std=0.134, frac>0.3=0.81)
[2026-03-27 14:19:56]   L18: entropy=0.445 gini=0.156 dist=['0.660', '0.340']
[2026-03-27 14:19:56]   L19: entropy=0.436 gini=0.031 dist=['0.471', '0.531']
[2026-03-27 14:19:56]   L20: entropy=0.348 gini=0.070 dist=['0.430', '0.570']
[2026-03-27 14:19:56]   L21: entropy=0.352 gini=0.125 dist=['0.369', '0.629']
[2026-03-27 14:19:56]   L22: entropy=0.361 gini=0.086 dist=['0.412', '0.586']
[2026-03-27 14:19:56]   L23: entropy=0.307 gini=0.180 dist=['0.318', '0.680']
[2026-03-27 14:19:56]   L24: entropy=0.340 gini=0.141 dist=['0.645', '0.354']
[2026-03-27 14:19:56]   L25: entropy=0.297 gini=0.164 dist=['0.336', '0.664']
[2026-03-27 14:19:56]   L26: entropy=0.254 gini=0.016 dist=['0.490', '0.512']
[2026-03-27 14:19:56]   L27: entropy=0.219 gini=0.180 dist=['0.314', '0.684']
[2026-03-27 14:19:56] Checkpoint saved: /root/t6b-mogae/checkpoints/gumbel_softmax/gumbel_step17000.pt
[2026-03-27 14:20:06]   step 17100/24414 | lm=3.0469 c=0.1006 tau=0.359 | lr=2.06e-05 | 17341 tok/s route_L18=[0.65, 0.35]
[2026-03-27 14:20:16]   step 17200/24414 | lm=2.8594 c=0.1006 tau=0.355 | lr=2.00e-05 | 17355 tok/s route_L18=[0.61, 0.39]
[2026-03-27 14:20:26]   step 17300/24414 | lm=3.4375 c=0.1006 tau=0.351 | lr=1.95e-05 | 17368 tok/s route_L18=[0.65, 0.35]
[2026-03-27 14:20:36]   step 17400/24414 | lm=3.4219 c=0.1006 tau=0.348 | lr=1.90e-05 | 17382 tok/s route_L18=[0.64, 0.36]
[2026-03-27 14:20:47]   step 17500/24414 | lm=2.4688 c=0.1006 tau=0.344 | lr=1.85e-05 | 17395 tok/s route_L18=[0.52, 0.48]
[2026-03-27 14:20:57]   step 17600/24414 | lm=3.2969 c=0.1006 tau=0.340 | lr=1.80e-05 | 17408 tok/s route_L18=[0.84, 0.16]
[2026-03-27 14:21:07]   step 17700/24414 | lm=5.3750 c=0.1006 tau=0.336 | lr=1.75e-05 | 17421 tok/s route_L18=[0.77, 0.23]
[2026-03-27 14:21:18]   step 17800/24414 | lm=3.1250 c=0.1006 tau=0.333 | lr=1.70e-05 | 17429 tok/s route_L18=[0.82, 0.18]
[2026-03-27 14:21:28]   step 17900/24414 | lm=3.2500 c=0.1006 tau=0.329 | lr=1.66e-05 | 17442 tok/s route_L18=[0.77, 0.23]
[2026-03-27 14:21:38]   step 18000/24414 | lm=3.1094 c=0.1006 tau=0.325 | lr=1.61e-05 | 17454 tok/s route_L18=[0.63, 0.37]
[2026-03-27 14:21:38] --- Eval at step 18000 (tau=0.325) ---
[2026-03-27 14:21:54]   PPL=20.13 | mean_cossim=0.60078125
[2026-03-27 14:21:54]   L18: selectivity=0.289 (std=0.147, frac>0.3=0.51)
[2026-03-27 14:21:54]   L19: selectivity=0.295 (std=0.148, frac>0.3=0.53)
[2026-03-27 14:21:54]   L20: selectivity=0.344 (std=0.148, frac>0.3=0.66)
[2026-03-27 14:21:54]   L21: selectivity=0.340 (std=0.149, frac>0.3=0.65)
[2026-03-27 14:21:54]   L22: selectivity=0.336 (std=0.149, frac>0.3=0.64)
[2026-03-27 14:21:54]   L23: selectivity=0.363 (std=0.146, frac>0.3=0.71)
[2026-03-27 14:21:54]   L24: selectivity=0.348 (std=0.147, frac>0.3=0.67)
[2026-03-27 14:21:54]   L25: selectivity=0.369 (std=0.146, frac>0.3=0.72)
[2026-03-27 14:21:54]   L26: selectivity=0.389 (std=0.140, frac>0.3=0.77)
[2026-03-27 14:21:54]   L27: selectivity=0.406 (std=0.134, frac>0.3=0.81)
[2026-03-27 14:21:54]   L18: entropy=0.445 gini=0.156 dist=['0.660', '0.340']
[2026-03-27 14:21:54]   L19: entropy=0.436 gini=0.031 dist=['0.471', '0.531']
[2026-03-27 14:21:54]   L20: entropy=0.348 gini=0.070 dist=['0.430', '0.570']
[2026-03-27 14:21:54]   L21: entropy=0.352 gini=0.125 dist=['0.369', '0.629']
[2026-03-27 14:21:54]   L22: entropy=0.361 gini=0.086 dist=['0.414', '0.586']
[2026-03-27 14:21:54]   L23: entropy=0.307 gini=0.188 dist=['0.318', '0.684']
[2026-03-27 14:21:54]   L24: entropy=0.340 gini=0.141 dist=['0.645', '0.354']
[2026-03-27 14:21:54]   L25: entropy=0.297 gini=0.164 dist=['0.336', '0.664']
[2026-03-27 14:21:54]   L26: entropy=0.254 gini=0.016 dist=['0.490', '0.512']
[2026-03-27 14:21:54]   L27: entropy=0.219 gini=0.180 dist=['0.314', '0.684']
