[2026-03-28 04:56:25] ======================================================================
[2026-03-28 04:56:25] Gumbel-Softmax Routing Experiment
[2026-03-28 04:56:25] ======================================================================
[2026-03-28 04:56:25] Hypothesis: Hard argmax gives dL/d(router_w)=0.
[2026-03-28 04:56:25] Gumbel-softmax makes routing differentiable so the LM loss
[2026-03-28 04:56:25] can drive selective routing.
[2026-03-28 04:56:25] ======================================================================
[2026-03-28 04:56:25] Config: {'device': 'cuda:0', 'model_name': 'Qwen/Qwen3-1.7B', 'checkpoint': 'gumbel_softmax/gumbel_final', 'seed': 42, 'hidden_dim': 2048, 'intermediate_dim': 6144, 'num_layers': 28, 'trunk_layers': 18, 'expert_layer_start': 18, 'initial_rank': 4, 'num_experts': 2, 'total_tokens': 50000000, 'batch_size': 4, 'seq_len': 512, 'lr': 0.0001, 'tau_start': 1.0, 'tau_end': 0.1, 'tau_anneal_steps': 24000, 'contrastive_weight': 0.1, 'contrastive_margin': 0.5, 'bimodality_threshold': 0.3, 'eval_interval_steps': 1000, 'eval_tokens': 524288, 'results_dir': '/root/t6b-mogae/results_gumbel_softmax', 'checkpoint_dir': '/root/t6b-mogae/checkpoints', 'save_checkpoint_dir': '/root/t6b-mogae/checkpoints/gumbel_niche', 'log_file': '/root/t6b-mogae/logs/gumbel_niche_finetune.log'}
[2026-03-28 04:56:25] Loading Qwen/Qwen3-1.7B...
`torch_dtype` is deprecated! Use `dtype` instead!
Loading weights:   0%|          | 0/311 [00:00<?, ?it/s]Loading weights: 100%|██████████| 311/311 [00:00<00:00, 17482.83it/s]
The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to lm_head.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
[2026-03-28 04:56:29] Base model loaded: 2,031,739,904 params
[2026-03-28 04:56:29] Verified: hidden=2048, intermediate=6144
[2026-03-28 04:56:29] Loaded Gumbel checkpoint from step 24414
[2026-03-28 04:56:29] Trainable params: 1,351,680
[2026-03-28 04:56:29] Expert tree: {18: {'num_experts': 2, 'ranks': [4, 4]}, 19: {'num_experts': 2, 'ranks': [4, 4]}, 20: {'num_experts': 2, 'ranks': [4, 4]}, 21: {'num_experts': 2, 'ranks': [4, 4]}, 22: {'num_experts': 2, 'ranks': [4, 4]}, 23: {'num_experts': 2, 'ranks': [4, 4]}, 24: {'num_experts': 2, 'ranks': [4, 4]}, 25: {'num_experts': 2, 'ranks': [4, 4]}, 26: {'num_experts': 2, 'ranks': [4, 4]}, 27: {'num_experts': 2, 'ranks': [4, 4]}}
[2026-03-28 04:56:29] Training: 24414 steps, LR=0.0001, batch=4x512
[2026-03-28 04:56:29] Gumbel-softmax: tau 1.0 -> 0.1 over 24000 steps
[2026-03-28 04:56:29] Contrastive weight: 0.1, NO load-balancing loss
[2026-03-28 04:56:29] Trainable params: 1,351,680
[2026-03-28 04:56:29] Expert tree: {18: {'num_experts': 2, 'ranks': [4, 4]}, 19: {'num_experts': 2, 'ranks': [4, 4]}, 20: {'num_experts': 2, 'ranks': [4, 4]}, 21: {'num_experts': 2, 'ranks': [4, 4]}, 22: {'num_experts': 2, 'ranks': [4, 4]}, 23: {'num_experts': 2, 'ranks': [4, 4]}, 24: {'num_experts': 2, 'ranks': [4, 4]}, 25: {'num_experts': 2, 'ranks': [4, 4]}, 26: {'num_experts': 2, 'ranks': [4, 4]}, 27: {'num_experts': 2, 'ranks': [4, 4]}}
[2026-03-28 04:56:42]   step 100/24414 | lm=3.4531 c=0.0840 tau=0.996 | lr=1.00e-04 | 15847 tok/s route_L18=[0.60, 0.40]
[2026-03-28 05:19:59]   L26: entropy=0.241 gini=0.008 dist=['0.492', '0.508']
[2026-03-28 05:19:59]   L27: entropy=0.209 gini=0.188 dist=['0.316', '0.684']
[2026-03-28 05:19:59] Checkpoint saved: /root/t6b-mogae/checkpoints/gumbel_niche/gumbel_step12000.pt
[2026-03-28 05:20:10]   step 12100/24414 | lm=2.8281 c=0.0344 tau=0.546 | lr=5.07e-05 | 17444 tok/s route_L18=[0.57, 0.42]
[2026-03-28 05:20:20]   step 12200/24414 | lm=3.2656 c=0.0339 tau=0.543 | lr=5.00e-05 | 17463 tok/s route_L18=[0.61, 0.39]
[2026-03-28 05:20:30]   step 12300/24414 | lm=2.9375 c=0.0339 tau=0.539 | lr=4.94e-05 | 17481 tok/s route_L18=[0.60, 0.40]
[2026-03-28 05:20:40]   step 12400/24414 | lm=3.1562 c=0.0339 tau=0.535 | lr=4.88e-05 | 17499 tok/s route_L18=[0.62, 0.38]
[2026-03-28 05:20:50]   step 12500/24414 | lm=2.9688 c=0.0339 tau=0.531 | lr=4.81e-05 | 17517 tok/s route_L18=[0.62, 0.38]
[2026-03-28 05:21:01]   step 12600/24414 | lm=2.9219 c=0.0356 tau=0.528 | lr=4.75e-05 | 17534 tok/s route_L18=[0.69, 0.31]
[2026-03-28 05:21:11]   step 12700/24414 | lm=3.1719 c=0.0344 tau=0.524 | lr=4.68e-05 | 17552 tok/s route_L18=[0.64, 0.36]
[2026-03-28 05:21:21]   step 12800/24414 | lm=3.2344 c=0.0344 tau=0.520 | lr=4.62e-05 | 17569 tok/s route_L18=[0.73, 0.27]
[2026-03-28 05:21:31]   step 12900/24414 | lm=3.2500 c=0.0344 tau=0.516 | lr=4.55e-05 | 17586 tok/s route_L18=[0.67, 0.33]
[2026-03-28 05:21:41]   step 13000/24414 | lm=3.0781 c=0.0344 tau=0.513 | lr=4.49e-05 | 17603 tok/s route_L18=[0.71, 0.29]
[2026-03-28 05:21:41] --- Eval at step 13000 (tau=0.513) ---
[2026-03-28 05:21:57]   PPL=20.14 | mean_cossim=0.534375
[2026-03-28 05:21:57]   L18: selectivity=0.295 (std=0.147, frac>0.3=0.53)
[2026-03-28 05:21:57]   L19: selectivity=0.303 (std=0.149, frac>0.3=0.55)
[2026-03-28 05:21:57]   L20: selectivity=0.350 (std=0.147, frac>0.3=0.68)
[2026-03-28 05:21:57]   L21: selectivity=0.348 (std=0.148, frac>0.3=0.67)
[2026-03-28 05:21:57]   L22: selectivity=0.340 (std=0.149, frac>0.3=0.65)
[2026-03-28 05:21:57]   L23: selectivity=0.365 (std=0.146, frac>0.3=0.71)
[2026-03-28 05:21:57]   L24: selectivity=0.352 (std=0.147, frac>0.3=0.68)
[2026-03-28 05:21:57]   L25: selectivity=0.373 (std=0.145, frac>0.3=0.73)
[2026-03-28 05:21:57]   L26: selectivity=0.395 (std=0.139, frac>0.3=0.78)
[2026-03-28 05:21:57]   L27: selectivity=0.410 (std=0.133, frac>0.3=0.81)
[2026-03-28 05:21:57]   L18: entropy=0.434 gini=0.164 dist=['0.660', '0.342']
[2026-03-28 05:21:57]   L19: entropy=0.422 gini=0.031 dist=['0.469', '0.531']
[2026-03-28 05:21:57]   L20: entropy=0.334 gini=0.078 dist=['0.426', '0.574']
[2026-03-28 05:21:57]   L21: entropy=0.340 gini=0.133 dist=['0.367', '0.633']
[2026-03-28 05:21:57]   L22: entropy=0.354 gini=0.070 dist=['0.432', '0.570']
[2026-03-28 05:21:57]   L23: entropy=0.305 gini=0.164 dist=['0.338', '0.664']
[2026-03-28 05:21:57]   L24: entropy=0.332 gini=0.125 dist=['0.625', '0.375']
[2026-03-28 05:21:57]   L25: entropy=0.287 gini=0.164 dist=['0.336', '0.664']
[2026-03-28 05:21:57]   L26: entropy=0.241 gini=0.016 dist=['0.490', '0.512']
[2026-03-28 05:21:57]   L27: entropy=0.211 gini=0.172 dist=['0.322', '0.676']
[2026-03-28 05:21:57] Checkpoint saved: /root/t6b-mogae/checkpoints/gumbel_niche/gumbel_step13000.pt
[2026-03-28 05:22:07]   step 13100/24414 | lm=2.6875 c=0.0344 tau=0.509 | lr=4.43e-05 | 17443 tok/s route_L18=[0.67, 0.33]
[2026-03-28 05:22:17]   step 13200/24414 | lm=5.4375 c=0.0347 tau=0.505 | lr=4.36e-05 | 17460 tok/s route_L18=[0.76, 0.24]
[2026-03-28 05:22:28]   step 13300/24414 | lm=3.3594 c=0.0344 tau=0.501 | lr=4.30e-05 | 17478 tok/s route_L18=[0.67, 0.33]
[2026-03-28 05:22:38]   step 13400/24414 | lm=3.2031 c=0.0347 tau=0.498 | lr=4.24e-05 | 17495 tok/s route_L18=[0.66, 0.34]
[2026-03-28 05:22:48]   step 13500/24414 | lm=3.2500 c=0.0344 tau=0.494 | lr=4.17e-05 | 17511 tok/s route_L18=[0.62, 0.38]
[2026-03-28 05:22:58]   step 13600/24414 | lm=2.9844 c=0.0344 tau=0.490 | lr=4.11e-05 | 17524 tok/s route_L18=[0.67, 0.33]
[2026-03-28 05:23:09]   step 13700/24414 | lm=2.9844 c=0.0347 tau=0.486 | lr=4.05e-05 | 17540 tok/s route_L18=[0.65, 0.35]
[2026-03-28 05:23:19]   step 13800/24414 | lm=3.6094 c=0.0347 tau=0.483 | lr=3.98e-05 | 17557 tok/s route_L18=[0.76, 0.24]
[2026-03-28 05:23:29]   step 13900/24414 | lm=3.0781 c=0.0352 tau=0.479 | lr=3.92e-05 | 17573 tok/s route_L18=[0.60, 0.40]
[2026-03-28 05:23:39]   step 14000/24414 | lm=3.2969 c=0.0347 tau=0.475 | lr=3.86e-05 | 17588 tok/s route_L18=[0.73, 0.27]
[2026-03-28 05:23:39] --- Eval at step 14000 (tau=0.475) ---
[2026-03-28 05:23:55]   PPL=20.15 | mean_cossim=0.534765625
[2026-03-28 05:23:55]   L18: selectivity=0.295 (std=0.148, frac>0.3=0.53)
[2026-03-28 05:23:55]   L19: selectivity=0.303 (std=0.149, frac>0.3=0.55)
[2026-03-28 05:23:55]   L20: selectivity=0.350 (std=0.147, frac>0.3=0.68)
[2026-03-28 05:23:55]   L21: selectivity=0.348 (std=0.148, frac>0.3=0.67)
[2026-03-28 05:23:55]   L22: selectivity=0.340 (std=0.149, frac>0.3=0.65)
[2026-03-28 05:23:55]   L23: selectivity=0.365 (std=0.146, frac>0.3=0.72)
[2026-03-28 05:23:55]   L24: selectivity=0.352 (std=0.147, frac>0.3=0.68)
[2026-03-28 05:23:55]   L25: selectivity=0.373 (std=0.145, frac>0.3=0.73)
[2026-03-28 05:23:55]   L26: selectivity=0.395 (std=0.139, frac>0.3=0.78)
[2026-03-28 05:23:55]   L27: selectivity=0.410 (std=0.133, frac>0.3=0.81)
[2026-03-28 05:23:55]   L18: entropy=0.434 gini=0.156 dist=['0.660', '0.340']
[2026-03-28 05:23:55]   L19: entropy=0.422 gini=0.031 dist=['0.469', '0.531']
[2026-03-28 05:23:55]   L20: entropy=0.334 gini=0.078 dist=['0.426', '0.574']
[2026-03-28 05:23:55]   L21: entropy=0.340 gini=0.133 dist=['0.367', '0.633']
[2026-03-28 05:23:55]   L22: entropy=0.354 gini=0.070 dist=['0.428', '0.570']
[2026-03-28 05:23:55]   L23: entropy=0.303 gini=0.172 dist=['0.332', '0.668']
[2026-03-28 05:23:55]   L24: entropy=0.332 gini=0.125 dist=['0.625', '0.375']
[2026-03-28 05:23:55]   L25: entropy=0.289 gini=0.156 dist=['0.340', '0.660']
[2026-03-28 05:23:55]   L26: entropy=0.241 gini=0.016 dist=['0.490', '0.512']
[2026-03-28 05:23:55]   L27: entropy=0.210 gini=0.180 dist=['0.318', '0.680']
[2026-03-28 05:23:55] Checkpoint saved: /root/t6b-mogae/checkpoints/gumbel_niche/gumbel_step14000.pt
[2026-03-28 05:24:05]   step 14100/24414 | lm=2.5156 c=0.0347 tau=0.471 | lr=3.79e-05 | 17440 tok/s route_L18=[0.64, 0.36]
[2026-03-28 05:24:15]   step 14200/24414 | lm=2.8125 c=0.0344 tau=0.468 | lr=3.73e-05 | 17456 tok/s route_L18=[0.62, 0.38]
[2026-03-28 05:24:25]   step 14300/24414 | lm=2.9219 c=0.0339 tau=0.464 | lr=3.67e-05 | 17473 tok/s route_L18=[0.68, 0.32]
[2026-03-28 05:24:35]   step 14400/24414 | lm=2.9375 c=0.0352 tau=0.460 | lr=3.61e-05 | 17488 tok/s route_L18=[0.85, 0.15]
[2026-03-28 05:24:46]   step 14500/24414 | lm=3.2812 c=0.0352 tau=0.456 | lr=3.55e-05 | 17504 tok/s route_L18=[0.72, 0.28]
[2026-03-28 05:24:56]   step 14600/24414 | lm=2.7656 c=0.0344 tau=0.453 | lr=3.48e-05 | 17516 tok/s route_L18=[0.68, 0.33]
[2026-03-28 05:25:06]   step 14700/24414 | lm=2.8750 c=0.0347 tau=0.449 | lr=3.42e-05 | 17531 tok/s route_L18=[0.66, 0.34]
[2026-03-28 05:25:17]   step 14800/24414 | lm=2.6719 c=0.0347 tau=0.445 | lr=3.36e-05 | 17546 tok/s route_L18=[0.63, 0.37]
[2026-03-28 05:25:27]   step 14900/24414 | lm=2.9688 c=0.0339 tau=0.441 | lr=3.30e-05 | 17560 tok/s route_L18=[0.67, 0.33]
[2026-03-28 05:25:37]   step 15000/24414 | lm=2.9531 c=0.0344 tau=0.438 | lr=3.24e-05 | 17575 tok/s route_L18=[0.74, 0.26]
[2026-03-28 05:25:37] --- Eval at step 15000 (tau=0.438) ---
[2026-03-28 05:25:52]   PPL=20.15 | mean_cossim=0.533984375
[2026-03-28 05:25:52]   L18: selectivity=0.295 (std=0.148, frac>0.3=0.53)
[2026-03-28 05:25:52]   L19: selectivity=0.303 (std=0.149, frac>0.3=0.55)
[2026-03-28 05:25:52]   L20: selectivity=0.350 (std=0.147, frac>0.3=0.68)
[2026-03-28 05:25:52]   L21: selectivity=0.348 (std=0.148, frac>0.3=0.67)
[2026-03-28 05:25:52]   L22: selectivity=0.340 (std=0.149, frac>0.3=0.65)
[2026-03-28 05:25:52]   L23: selectivity=0.365 (std=0.146, frac>0.3=0.71)
[2026-03-28 05:25:52]   L24: selectivity=0.352 (std=0.147, frac>0.3=0.68)
[2026-03-28 05:25:52]   L25: selectivity=0.371 (std=0.145, frac>0.3=0.73)
[2026-03-28 05:25:52]   L26: selectivity=0.395 (std=0.139, frac>0.3=0.78)
[2026-03-28 05:25:52]   L27: selectivity=0.410 (std=0.133, frac>0.3=0.81)
[2026-03-28 05:25:52]   L18: entropy=0.434 gini=0.156 dist=['0.660', '0.340']
[2026-03-28 05:25:52]   L19: entropy=0.422 gini=0.031 dist=['0.469', '0.531']
[2026-03-28 05:25:52]   L20: entropy=0.334 gini=0.070 dist=['0.424', '0.574']
[2026-03-28 05:25:52]   L21: entropy=0.340 gini=0.133 dist=['0.367', '0.633']
[2026-03-28 05:25:52]   L22: entropy=0.352 gini=0.078 dist=['0.426', '0.574']
[2026-03-28 05:25:52]   L23: entropy=0.303 gini=0.172 dist=['0.334', '0.668']
[2026-03-28 05:25:52]   L24: entropy=0.332 gini=0.125 dist=['0.629', '0.371']
[2026-03-28 05:25:52]   L25: entropy=0.289 gini=0.164 dist=['0.342', '0.660']
[2026-03-28 05:25:52]   L26: entropy=0.241 gini=0.016 dist=['0.490', '0.512']
[2026-03-28 05:25:52]   L27: entropy=0.211 gini=0.180 dist=['0.322', '0.680']
[2026-03-28 05:25:52] Checkpoint saved: /root/t6b-mogae/checkpoints/gumbel_niche/gumbel_step15000.pt
[2026-03-28 05:26:03]   step 15100/24414 | lm=2.9531 c=0.0356 tau=0.434 | lr=3.18e-05 | 17437 tok/s route_L18=[0.73, 0.27]
[2026-03-28 05:26:13]   step 15200/24414 | lm=3.5312 c=0.0344 tau=0.430 | lr=3.12e-05 | 17452 tok/s route_L18=[0.71, 0.29]
[2026-03-28 05:26:23]   step 15300/24414 | lm=2.9375 c=0.0344 tau=0.426 | lr=3.06e-05 | 17467 tok/s route_L18=[0.68, 0.33]
[2026-03-28 05:26:33]   step 15400/24414 | lm=2.9688 c=0.0344 tau=0.423 | lr=3.00e-05 | 17482 tok/s route_L18=[0.68, 0.32]
[2026-03-28 05:26:43]   step 15500/24414 | lm=3.1250 c=0.0339 tau=0.419 | lr=2.94e-05 | 17496 tok/s route_L18=[0.75, 0.25]
[2026-03-28 05:26:54]   step 15600/24414 | lm=2.7656 c=0.0347 tau=0.415 | lr=2.89e-05 | 17507 tok/s route_L18=[0.61, 0.39]
[2026-03-28 05:27:04]   step 15700/24414 | lm=2.9062 c=0.0339 tau=0.411 | lr=2.83e-05 | 17521 tok/s route_L18=[0.59, 0.41]
[2026-03-28 05:27:14]   step 15800/24414 | lm=3.1719 c=0.0339 tau=0.408 | lr=2.77e-05 | 17535 tok/s route_L18=[0.65, 0.35]
[2026-03-28 05:27:25]   step 15900/24414 | lm=3.2188 c=0.0347 tau=0.404 | lr=2.71e-05 | 17549 tok/s route_L18=[0.73, 0.27]
[2026-03-28 05:27:35]   step 16000/24414 | lm=3.2500 c=0.0347 tau=0.400 | lr=2.66e-05 | 17563 tok/s route_L18=[0.80, 0.20]
[2026-03-28 05:27:35] --- Eval at step 16000 (tau=0.400) ---
[2026-03-28 05:27:50]   PPL=20.14 | mean_cossim=0.53515625
[2026-03-28 05:27:50]   L18: selectivity=0.295 (std=0.148, frac>0.3=0.53)
[2026-03-28 05:27:50]   L19: selectivity=0.303 (std=0.149, frac>0.3=0.55)
[2026-03-28 05:27:50]   L20: selectivity=0.350 (std=0.147, frac>0.3=0.68)
[2026-03-28 05:27:50]   L21: selectivity=0.348 (std=0.148, frac>0.3=0.67)
[2026-03-28 05:27:50]   L22: selectivity=0.340 (std=0.149, frac>0.3=0.65)
[2026-03-28 05:27:50]   L23: selectivity=0.365 (std=0.146, frac>0.3=0.71)
[2026-03-28 05:27:50]   L24: selectivity=0.352 (std=0.147, frac>0.3=0.68)
[2026-03-28 05:27:50]   L25: selectivity=0.373 (std=0.145, frac>0.3=0.73)
[2026-03-28 05:27:50]   L26: selectivity=0.395 (std=0.139, frac>0.3=0.78)
[2026-03-28 05:27:50]   L27: selectivity=0.410 (std=0.133, frac>0.3=0.81)
[2026-03-28 05:27:50]   L18: entropy=0.434 gini=0.156 dist=['0.660', '0.340']
[2026-03-28 05:27:50]   L19: entropy=0.422 gini=0.031 dist=['0.467', '0.531']
[2026-03-28 05:27:50]   L20: entropy=0.334 gini=0.070 dist=['0.424', '0.574']
[2026-03-28 05:27:50]   L21: entropy=0.340 gini=0.133 dist=['0.367', '0.633']
[2026-03-28 05:27:50]   L22: entropy=0.352 gini=0.070 dist=['0.424', '0.574']
[2026-03-28 05:27:50]   L23: entropy=0.303 gini=0.172 dist=['0.334', '0.668']
[2026-03-28 05:27:50]   L24: entropy=0.332 gini=0.125 dist=['0.629', '0.371']
[2026-03-28 05:27:50]   L25: entropy=0.289 gini=0.156 dist=['0.340', '0.660']
[2026-03-28 05:27:50]   L26: entropy=0.241 gini=0.008 dist=['0.490', '0.508']
[2026-03-28 05:27:50]   L27: entropy=0.210 gini=0.180 dist=['0.320', '0.680']
[2026-03-28 05:27:50] Checkpoint saved: /root/t6b-mogae/checkpoints/gumbel_niche/gumbel_step16000.pt
[2026-03-28 05:28:00]   step 16100/24414 | lm=3.3594 c=0.0344 tau=0.396 | lr=2.60e-05 | 17434 tok/s route_L18=[0.69, 0.31]
[2026-03-28 05:28:11]   step 16200/24414 | lm=4.3750 c=0.0347 tau=0.393 | lr=2.54e-05 | 17448 tok/s route_L18=[0.71, 0.29]
[2026-03-28 05:28:21]   step 16300/24414 | lm=2.9844 c=0.0344 tau=0.389 | lr=2.49e-05 | 17462 tok/s route_L18=[0.73, 0.27]
[2026-03-28 05:28:31]   step 16400/24414 | lm=3.1406 c=0.0347 tau=0.385 | lr=2.43e-05 | 17476 tok/s route_L18=[0.73, 0.27]
[2026-03-28 05:28:41]   step 16500/24414 | lm=3.2969 c=0.0344 tau=0.381 | lr=2.38e-05 | 17490 tok/s route_L18=[0.85, 0.15]
[2026-03-28 05:28:51]   step 16600/24414 | lm=2.7969 c=0.0356 tau=0.378 | lr=2.32e-05 | 17504 tok/s route_L18=[0.60, 0.40]
[2026-03-28 05:29:02]   step 16700/24414 | lm=1.6484 c=0.0352 tau=0.374 | lr=2.27e-05 | 17517 tok/s route_L18=[0.26, 0.74]
[2026-03-28 05:29:12]   step 16800/24414 | lm=2.7500 c=0.0356 tau=0.370 | lr=2.21e-05 | 17531 tok/s route_L18=[0.69, 0.31]
[2026-03-28 05:29:22]   step 16900/24414 | lm=3.3125 c=0.0344 tau=0.366 | lr=2.16e-05 | 17544 tok/s route_L18=[0.68, 0.33]
[2026-03-28 05:29:32]   step 17000/24414 | lm=3.0781 c=0.0352 tau=0.363 | lr=2.11e-05 | 17558 tok/s route_L18=[0.67, 0.33]
[2026-03-28 05:29:32] --- Eval at step 17000 (tau=0.363) ---
[2026-03-28 05:29:47]   PPL=20.15 | mean_cossim=0.534765625
[2026-03-28 05:29:47]   L18: selectivity=0.295 (std=0.148, frac>0.3=0.53)
[2026-03-28 05:29:47]   L19: selectivity=0.303 (std=0.149, frac>0.3=0.55)
[2026-03-28 05:29:47]   L20: selectivity=0.350 (std=0.147, frac>0.3=0.68)
[2026-03-28 05:29:47]   L21: selectivity=0.348 (std=0.148, frac>0.3=0.67)
[2026-03-28 05:29:47]   L22: selectivity=0.340 (std=0.149, frac>0.3=0.65)
[2026-03-28 05:29:47]   L23: selectivity=0.365 (std=0.146, frac>0.3=0.71)
[2026-03-28 05:29:47]   L24: selectivity=0.352 (std=0.147, frac>0.3=0.68)
[2026-03-28 05:29:47]   L25: selectivity=0.371 (std=0.145, frac>0.3=0.73)
[2026-03-28 05:29:47]   L26: selectivity=0.395 (std=0.139, frac>0.3=0.78)
[2026-03-28 05:29:47]   L27: selectivity=0.410 (std=0.133, frac>0.3=0.81)
[2026-03-28 05:29:47]   L18: entropy=0.434 gini=0.156 dist=['0.660', '0.340']
[2026-03-28 05:29:47]   L19: entropy=0.422 gini=0.031 dist=['0.469', '0.531']
[2026-03-28 05:29:47]   L20: entropy=0.334 gini=0.070 dist=['0.424', '0.574']
[2026-03-28 05:29:47]   L21: entropy=0.340 gini=0.133 dist=['0.367', '0.633']
[2026-03-28 05:29:47]   L22: entropy=0.352 gini=0.070 dist=['0.424', '0.574']
[2026-03-28 05:29:47]   L23: entropy=0.303 gini=0.172 dist=['0.332', '0.668']
[2026-03-28 05:29:47]   L24: entropy=0.330 gini=0.133 dist=['0.633', '0.369']
[2026-03-28 05:29:47]   L25: entropy=0.289 gini=0.156 dist=['0.340', '0.660']
[2026-03-28 05:29:47]   L26: entropy=0.241 gini=0.016 dist=['0.490', '0.512']
[2026-03-28 05:29:47]   L27: entropy=0.211 gini=0.180 dist=['0.322', '0.680']
[2026-03-28 05:29:47] Checkpoint saved: /root/t6b-mogae/checkpoints/gumbel_niche/gumbel_step17000.pt
[2026-03-28 05:29:57]   step 17100/24414 | lm=3.0469 c=0.0356 tau=0.359 | lr=2.06e-05 | 17437 tok/s route_L18=[0.64, 0.36]
[2026-03-28 05:30:08]   step 17200/24414 | lm=2.8594 c=0.0352 tau=0.355 | lr=2.00e-05 | 17450 tok/s route_L18=[0.61, 0.39]
[2026-03-28 05:30:18]   step 17300/24414 | lm=3.4375 c=0.0339 tau=0.351 | lr=1.95e-05 | 17464 tok/s route_L18=[0.65, 0.35]
[2026-03-28 05:30:28]   step 17400/24414 | lm=3.4219 c=0.0347 tau=0.348 | lr=1.90e-05 | 17478 tok/s route_L18=[0.64, 0.36]
[2026-03-28 05:30:38]   step 17500/24414 | lm=2.4688 c=0.0344 tau=0.344 | lr=1.85e-05 | 17491 tok/s route_L18=[0.54, 0.47]
[2026-03-28 05:30:48]   step 17600/24414 | lm=3.2969 c=0.0344 tau=0.340 | lr=1.80e-05 | 17504 tok/s route_L18=[0.85, 0.15]
[2026-03-28 05:30:58]   step 17700/24414 | lm=5.3750 c=0.0344 tau=0.336 | lr=1.75e-05 | 17517 tok/s route_L18=[0.78, 0.22]
[2026-03-28 05:31:09]   step 17800/24414 | lm=3.1250 c=0.0344 tau=0.333 | lr=1.70e-05 | 17527 tok/s route_L18=[0.83, 0.17]
[2026-03-28 05:31:19]   step 17900/24414 | lm=3.2500 c=0.0352 tau=0.329 | lr=1.66e-05 | 17540 tok/s route_L18=[0.77, 0.23]
[2026-03-28 05:31:29]   step 18000/24414 | lm=3.1250 c=0.0344 tau=0.325 | lr=1.61e-05 | 17552 tok/s route_L18=[0.62, 0.38]
[2026-03-28 05:31:29] --- Eval at step 18000 (tau=0.325) ---
[2026-03-28 05:31:45]   PPL=20.15 | mean_cossim=0.534375
[2026-03-28 05:31:45]   L18: selectivity=0.295 (std=0.148, frac>0.3=0.53)
[2026-03-28 05:31:45]   L19: selectivity=0.303 (std=0.149, frac>0.3=0.55)
[2026-03-28 05:31:45]   L20: selectivity=0.350 (std=0.147, frac>0.3=0.68)
[2026-03-28 05:31:45]   L21: selectivity=0.348 (std=0.148, frac>0.3=0.67)
[2026-03-28 05:31:45]   L22: selectivity=0.340 (std=0.149, frac>0.3=0.65)
[2026-03-28 05:31:45]   L23: selectivity=0.365 (std=0.146, frac>0.3=0.72)
[2026-03-28 05:31:45]   L24: selectivity=0.352 (std=0.147, frac>0.3=0.68)
[2026-03-28 05:31:45]   L25: selectivity=0.373 (std=0.145, frac>0.3=0.73)
[2026-03-28 05:31:45]   L26: selectivity=0.395 (std=0.139, frac>0.3=0.78)
[2026-03-28 05:31:45]   L27: selectivity=0.410 (std=0.133, frac>0.3=0.81)
[2026-03-28 05:31:45]   L18: entropy=0.434 gini=0.156 dist=['0.660', '0.340']
[2026-03-28 05:31:45]   L19: entropy=0.422 gini=0.031 dist=['0.469', '0.531']
[2026-03-28 05:31:45]   L20: entropy=0.334 gini=0.070 dist=['0.424', '0.574']
[2026-03-28 05:31:45]   L21: entropy=0.340 gini=0.133 dist=['0.367', '0.633']
[2026-03-28 05:31:45]   L22: entropy=0.352 gini=0.070 dist=['0.424', '0.574']
[2026-03-28 05:31:45]   L23: entropy=0.303 gini=0.172 dist=['0.332', '0.668']
[2026-03-28 05:31:45]   L24: entropy=0.330 gini=0.133 dist=['0.633', '0.369']
[2026-03-28 05:31:45]   L25: entropy=0.289 gini=0.156 dist=['0.340', '0.660']
[2026-03-28 05:31:45]   L26: entropy=0.241 gini=0.008 dist=['0.490', '0.508']
[2026-03-28 05:31:45]   L27: entropy=0.211 gini=0.180 dist=['0.322', '0.680']
[2026-03-28 05:31:45] Checkpoint saved: /root/t6b-mogae/checkpoints/gumbel_niche/gumbel_step18000.pt
[2026-03-28 05:31:55]   step 18100/24414 | lm=2.9531 c=0.0347 tau=0.321 | lr=1.56e-05 | 17438 tok/s route_L18=[0.66, 0.34]
[2026-03-28 05:32:05]   step 18200/24414 | lm=2.9688 c=0.0347 tau=0.318 | lr=1.52e-05 | 17451 tok/s route_L18=[0.64, 0.36]
[2026-03-28 05:32:15]   step 18300/24414 | lm=3.4219 c=0.0347 tau=0.314 | lr=1.47e-05 | 17464 tok/s route_L18=[0.67, 0.33]
[2026-03-28 05:32:25]   step 18400/24414 | lm=2.8125 c=0.0352 tau=0.310 | lr=1.42e-05 | 17477 tok/s route_L18=[0.62, 0.38]
[2026-03-28 05:32:35]   step 18500/24414 | lm=3.5156 c=0.0344 tau=0.306 | lr=1.38e-05 | 17490 tok/s route_L18=[0.71, 0.29]
[2026-03-28 05:32:46]   step 18600/24414 | lm=2.6250 c=0.0352 tau=0.303 | lr=1.34e-05 | 17502 tok/s route_L18=[0.77, 0.23]
[2026-03-28 05:32:56]   step 18700/24414 | lm=2.9375 c=0.0344 tau=0.299 | lr=1.29e-05 | 17514 tok/s route_L18=[0.52, 0.48]
[2026-03-28 05:33:06]   step 18800/24414 | lm=2.5781 c=0.0344 tau=0.295 | lr=1.25e-05 | 17524 tok/s route_L18=[0.56, 0.44]
